50;688
17;49
40
1;3;1537.08
1;6;1091.65
1;10;2917.81
1;15;2292.68
1;16;2914.88
1;18;2634.63
1;19;2898.86
1;21;1785.72
1;23;935.2
1;25;694.62
1;26;1265.9
1;32;1739.71
1;33;1387.98
1;34;1919.09
1;35;2399.42
1;37;2250.62
1;39;997.25
1;41;2218.83
1;43;2875.43
1;47;2977.33
3;1;1537.08
3;4;1184.31
3;10;2209.12
3;12;2411.0
3;13;2581.18
3;14;656.05
3;16;1692.84
3;18;1122.19
3;25;844.81
3;26;1842.96
3;28;1153.65
3;34;2960.83
3;36;2116.81
3;37;782.62
3;49;2618.85
2;5;2362.12
2;13;737.63
2;15;703.85
2;20;390.51
2;24;1586.85
2;30;1829.45
2;31;2706.47
2;32;538.14
2;40;2019.36
4;1;932.95
4;2;2061.89
4;5;1750.26
4;18;2063.13
4;19;2050.61
4;20;2230.9
4;23;1784.66
4;25;766.88
4;26;673.57
4;28;2320.11
4;30;2540.49
4;34;1778.0
4;36;1626.07
4;37;1654.96
4;39;1794.02
4;43;2670.6
4;46;2944.3
4;48;530.38
4;49;2560.35
4;50;1691.45
5;6;2081.95
5;13;1638.57
5;15;2920.72
5;18;2750.73
5;32;2264.6
5;33;1978.0
5;35;1777.25
5;37;2449.76
5;39;123.69
5;42;2742.21
5;49;948.68
6;1;1091.65
6;4;1054.37
6;5;2081.95
6;8;2499.28
6;13;1102.09
6;17;2678.0
6;19;2963.39
6;21;2284.84
6;23;1967.87
6;24;1420.42
6;25;1529.58
6;31;1820.36
6;32;1519.9
6;34;836.78
6;39;2060.73
6;40;1301.73
6;42;1988.42
6;43;1792.93
6;44;2128.0
6;48;1580.51
6;49;2577.69
7;3;1502.17
7;4;2129.53
7;14;2081.47
7;16;400.5
7;25;2243.97
7;26;2549.12
7;28;1392.05
7;42;1275.62
7;48;1694.99
7;50;2067.87
8;2;1928.65
8;6;2499.28
8;11;2804.01
8;13;2666.27
8;15;1596.15
8;34;1778.82
8;43;1221.88
9;16;2181.6
9;17;1196.2
9;29;702.64
9;30;2830.19
9;34;2860.24
9;37;2915.48
9;43;2986.13
9;47;2102.38
9;48;2766.22
10;1;2917.81
10;3;2209.12
10;9;1130.71
10;14;2860.94
10;17;2090.22
10;18;1980.03
10;25;2544.66
10;26;1989.8
10;31;1548.42
10;34;2873.83
10;40;2624.88
10;47;1004.64
10;50;792.59
11;4;2701.48
11;9;1517.0
11;10;2261.42
11;12;1380.04
11;17;415.93
11;22;2510.08
11;24;1588.24
11;31;874.76
11;34;1890.95
11;42;2463.43
11;46;1501.37
12;1;2528.73
12;9;1056.03
12;10;1007.22
12;11;1380.04
12;14;2987.19
12;16;1934.99
12;18;2625.45
12;19;1794.02
12;24;2068.91
12;25;2397.33
12;29;1707.42
12;30;2166.75
12;31;559.02
12;36;523.26
12;37;2323.62
12;38;1732.8
12;41;2943.35
13;1;1046.95
13;2;737.63
13;4;1750.46
13;8;2666.27
13;15;1297.27
13;20;608.77
13;21;1199.71
13;22;2772.0
13;24;2150.58
13;25;1741.32
13;26;1683.45
13;27;2871.24
13;30;2418.97
13;31;2919.26
13;32;694.62
13;33;353.84
13;34;1610.59
13;35;2170.83
13;39;1556.41
13;40;1480.03
13;43;2451.53
13;49;1732.89
14;1;1470.85
14;3;656.05
14;4;1530.56
14;6;2393.01
14;7;2081.47
14;10;2860.94
14;16;2318.12
14;18;1585.21
14;25;863.54
14;33;2834.03
14;37;1343.32
14;40;1106.8
14;41;910.05
14;42;2040.12
14;45;2091.22
14;48;1147.39
14;49;2116.03
15;2;703.85
15;6;1771.02
15;22;1811.77
15;23;2672.26
15;25;2968.11
15;27;1865.93
15;30;2018.04
15;33;946.41
15;34;1603.53
15;39;2829.36
15;40;2701.85
15;43;1959.31
15;44;1610.5
15;49;2811.87
16;1;2914.88
16;7;400.5
16;9;2181.6
16;12;1934.99
16;14;2318.12
16;18;1011.93
16;25;2342.01
16;37;1005.68
16;41;1697.44
16;48;1731.18
17;4;2850.44
17;10;2090.22
17;12;1346.29
17;24;1992.51
17;31;963.02
17;34;2254.17
17;42;2436.74
17;43;2037.67
18;1;2634.63
18;3;1122.19
18;4;2063.13
18;7;635.3
18;14;1585.21
18;19;1144.77
18;23;2972.29
18;28;759.61
18;41;764.0
18;42;1547.77
18;47;1113.28
19;3;1744.02
19;4;2050.61
19;9;2027.04
19;10;917.06
19;12;1794.02
19;16;155.24
19;18;1144.77
19;25;2350.34
19;28;1901.29
19;31;2352.74
19;37;1098.59
19;40;2515.43
19;46;2293.67
19;50;1596.25
20;5;2224.43
20;8;2175.59
20;15;696.35
20;21;1367.95
20;23;1977.4
20;26;2008.23
20;27;2411.68
20;33;254.95
20;34;1542.53
20;35;2430.16
20;39;2133.78
20;40;2062.35
20;48;2684.03
20;49;2168.43
21;1;1785.72
21;2;1726.79
21;4;2696.66
21;6;2284.84
21;13;1199.71
21;23;1380.51
21;32;1281.33
21;35;1066.77
21;39;1527.38
21;40;2170.07
21;45;1197.08
21;48;2959.41
21;49;1051.19
22;8;336.15
22;11;2510.08
22;13;2772.0
22;20;2330.19
22;24;1273.18
22;30;1145.86
22;33;2505.11
22;34;1687.72
22;43;980.82
23;1;935.2
23;4;1784.66
23;5;277.85
23;13;1406.31
23;14;1451.21
23;20;1977.4
23;25;1182.07
23;26;2200.3
23;28;2725.75
23;34;2752.62
23;35;1605.8
23;42;2842.34
23;44;1520.69
23;45;1024.89
23;48;1840.24
23;49;793.22
24;1;2508.01
24;9;2820.28
24;12;2068.91
24;15;1842.53
24;20;1974.74
24;25;2915.68
24;26;1633.71
24;27;1417.39
24;32;2110.09
24;38;1450.86
24;40;2707.49
24;42;2770.02
24;43;380.79
25;2;2284.84
25;5;1068.88
25;7;2243.97
25;14;863.54
25;15;2968.11
25;16;2342.01
25;18;1954.74
25;21;2369.32
25;24;2915.68
25;26;1390.9
25;31;2653.39
25;35;2786.27
25;39;1142.02
25;44;2401.33
25;47;2416.11
25;48;660.3
25;50;2399.27
26;1;1265.9
26;3;1842.96
26;5;2236.0
26;6;650.69
26;7;2549.12
26;9;2390.19
26;10;1989.8
26;13;1683.45
26;14;2198.66
26;15;2408.75
26;16;2416.11
26;17;2318.12
26;19;2335.74
26;20;2008.23
26;27;2984.29
26;30;1874.73
26;36;1513.8
26;37;2208.39
26;38;2292.6
26;39;2250.78
26;45;1618.18
26;46;2626.06
26;47;2438.24
26;50;1444.75
27;2;2137.22
27;20;2411.68
27;26;2984.29
27;30;1286.93
27;31;2950.54
27;32;2470.73
27;34;1827.02
27;38;2324.22
28;1;2637.06
28;5;2468.3
28;7;1392.05
28;14;1276.75
28;26;2955.03
28;39;2591.1
28;48;1792.87
29;9;702.64
29;10;1787.57
29;11;1670.03
29;16;2791.15
29;19;2640.3
29;46;416.77
29;47;2703.13
30;2;1829.45
30;6;1697.06
30;8;1381.01
30;9;2830.19
30;11;1491.88
30;12;2166.75
30;15;2018.04
30;17;1906.33
30;22;1145.86
30;24;280.0
30;27;1286.93
30;31;1667.6
30;33;2279.52
30;34;870.52
30;46;2900.28
30;50;2381.03
31;3;2814.0
31;6;1820.36
31;7;2801.3
31;10;1548.42
31;11;874.76
31;13;2919.26
31;25;2653.39
31;26;1377.13
31;27;2950.54
31;29;1742.7
31;33;2987.39
31;36;1082.08
31;37;2824.06
31;45;2944.32
31;50;764.85
32;8;2222.72
32;13;694.62
32;22;2396.77
32;23;2008.78
32;26;2165.29
32;27;2470.73
32;35;2347.98
32;39;2168.16
32;40;2170.02
32;43;2326.48
32;45;1084.07
32;48;2813.41
32;49;2139.25
33;2;473.81
33;3;2914.05
33;8;2373.06
33;13;353.84
33;14;2834.03
33;15;946.41
33;21;1267.16
33;22;2505.11
33;30;2279.52
33;31;2987.39
33;34;1540.13
33;40;1815.74
33;43;2289.8
33;44;1029.27
33;45;756.9
33;48;2457.03
